User_ID,Age,Gender,Browser,Time_on_Site,Pages_Visited,Session_Duration,Bounce_Rate,Device_Type,Country,Referral_Source,Previous_Purchases,Cart_Value,Discount_Applied,Ad_Clicked,Membership_Status,Preferred_Payment_Method,Purchase_Made,Time_of_Day,Feedback_Score
844,27,Male,Chrome,19.12,14,115,15.54,Tablet,USA,Direct,7,382.03,Yes,Yes,Gold,PayPal,Yes,Morning,4
,29,Male,Chrome,11.68,16,223,67.24,Mobile,Australia,Facebook,5,408.78,Yes,No,Platinum,Net Banking,No,Afternoon,1
846,59,Female,Firefox,22.35,18,220,2.58,Tablet,USA,Instagram,6,265.58,Yes,Yes,Platinum,UPI,Yes,Afternoon,5
847,28,Female,Safari,13.07,3,318,45,Mobile,Australia,Instagram,7,455.97,No,Yes,Gold,PayPal,Yes,Afternoon,2
848,19,Female,Firefox,11.02,3,425,55.01,Mobile,Canada,Google,4,241.81,Yes,No,Platinum,Net Banking,No,Night,2
849,41,Female,Chrome,,4,305,33.98,Mobile,India,Facebook,9,97.26,Yes,No,Gold,Credit Card,Yes,Night,1
850,42,Female,Firefox,9,7,416,74.98,Desktop,India,Direct,1,187.09,No,No,Gold,PayPal,Yes,Night,3
851,44,Female,Firefox,8.17,13,278,67.57,Tablet,Australia,Google,6,453.88,Yes,Yes,Platinum,UPI,No,Evening,1
852,43,Female,Chrome,10.23,9,337,97.14,Tablet,USA,Facebook,9,496.93,Yes,Yes,Platinum,Net Banking,Yes,Night,3
853,36,Female,Chrome,,3,307,50.88,Tablet,India,Direct,2,216.71,Yes,Yes,Platinum,PayPal,Yes,Morning,2
854,37,Female,Safari,18.75,17,541,53.78,Mobile,UK,Google,9,91.75,Yes,No,Platinum,Net Banking,Yes,Afternoon,1
855,44,Male,Safari,8.52,15,285,24.58,Desktop,USA,Direct,7,,Yes,No,Silver,UPI,Yes,Evening,2
856,51,Male,Chrome,16.84,10,378,38.55,Tablet,Australia,Instagram,5,281.12,Yes,No,Gold,UPI,Yes,Evening,1
857,22,Male,Chrome,19.21,15,320,2.69,Tablet,UK,Facebook,3,290.33,Yes,No,Gold,Credit Card,Yes,Night,2
858,29,Female,Edge,22.22,1,413,,Desktop,Australia,Direct,1,,No,Yes,Gold,UPI,No,Morning,2
859,41,Male,Edge,12.54,10,363,31.16,Tablet,USA,Facebook,6,,No,No,Gold,PayPal,Yes,Afternoon,2
860,38,Female,Safari,,7,334,54.04,Desktop,Canada,Google,0,358.49,No,Yes,Silver,UPI,Yes,Evening,4
861,17,Female,Firefox,25.18,7,186,25.5,Desktop,Canada,Facebook,6,137.81,Yes,Yes,Platinum,PayPal,Yes,Afternoon,1
862,29,Female,Chrome,21.77,3,195,62.1,Tablet,Canada,Google,9,203.57,Yes,Yes,Platinum,PayPal,No,Morning,4
863,,Female,Chrome,13.63,7,238,44.76,Desktop,USA,Facebook,9,,No,No,Platinum,Net Banking,Yes,Afternoon,2
,35,Male,Firefox,20.73,9,271,48.19,Desktop,USA,Google,6,320.36,No,No,Gold,PayPal,No,Night,5
,31,Male,Safari,16.24,8,311,94.26,Tablet,UK,Google,9,91.54,No,No,Silver,PayPal,No,Afternoon,3
866,,Male,Edge,15.08,3,239,70.62,Mobile,USA,Google,2,169.51,Yes,No,Silver,Credit Card,No,Evening,1
867,35,Female,Safari,27.42,5,102,26.19,Tablet,USA,Direct,3,397.63,No,No,Platinum,Net Banking,No,Night,1
868,37,Female,Firefox,,13,403,50.39,Tablet,UK,Instagram,3,,Yes,No,Gold,PayPal,No,Night,3
,36,Male,Chrome,24.43,13,345,46.67,Mobile,UK,Facebook,3,348.61,No,No,Platinum,Credit Card,Yes,Night,4
870,37,Female,Edge,9.69,8,306,79.51,Desktop,Australia,Instagram,8,286.13,No,No,Gold,Net Banking,Yes,Night,3
871,35,Male,Firefox,23.99,18,425,83.34,Tablet,India,Instagram,5,82.26,Yes,No,Platinum,UPI,Yes,Evening,5
872,14,Male,Chrome,,7,220,28.34,Mobile,India,Instagram,9,,Yes,No,Platinum,PayPal,Yes,Morning,2
873,25,Male,Safari,14.15,10,287,82.12,Mobile,Australia,Instagram,8,79.75,Yes,No,Silver,UPI,No,Morning,3
874,32,Female,Edge,16.95,10,316,17.95,Tablet,Canada,Facebook,3,,Yes,No,Gold,Net Banking,No,Night,3
875,43,Male,Chrome,,11,258,76.28,Tablet,USA,Facebook,6,161.19,Yes,No,Silver,Net Banking,No,Morning,2
876,32,Female,Chrome,20.28,12,220,24.88,Mobile,UK,Instagram,9,348.1,Yes,No,Silver,Credit Card,No,Evening,1
877,27,Male,Chrome,19.42,13,387,29.79,Tablet,UK,Facebook,8,393.36,No,Yes,Platinum,PayPal,No,Morning,5
878,44,Female,Chrome,11.73,8,328,85.25,Mobile,Canada,Facebook,9,92.48,Yes,Yes,Gold,PayPal,No,Morning,3
879,,Female,Chrome,,17,362,42.01,Tablet,UK,Google,2,407.88,Yes,Yes,Gold,Credit Card,Yes,Evening,3
,20,Male,Safari,14.04,14,218,,Mobile,Canada,Facebook,2,13.53,Yes,No,Platinum,UPI,Yes,Morning,1
881,36,Female,Firefox,,17,383,15.19,Tablet,Australia,Direct,5,269.73,No,Yes,Platinum,Net Banking,Yes,Night,5
,,Female,Edge,15.45,19,238,46.33,Tablet,Canada,Instagram,7,,No,No,Platinum,Credit Card,Yes,Night,2
883,32,Female,Safari,21.83,16,325,73.25,Tablet,India,Facebook,0,315.67,Yes,No,Gold,Net Banking,No,Evening,2
884,54,Male,Edge,15.92,9,498,0.54,Desktop,Canada,Instagram,3,127.45,Yes,Yes,Platinum,UPI,No,Night,4
885,36,Female,Chrome,28.19,10,385,15.19,Tablet,Australia,Facebook,7,14.83,Yes,No,Platinum,UPI,No,Night,5
886,21,Male,Firefox,22.23,9,334,2.04,Mobile,Canada,Instagram,5,232.83,Yes,No,Silver,UPI,Yes,Night,5
887,21,Male,Chrome,13.49,1,435,99.29,Mobile,Australia,Direct,1,44.99,Yes,No,Platinum,PayPal,Yes,Night,3
888,26,Female,Safari,6.12,3,243,,Desktop,India,Facebook,7,447.18,Yes,No,Platinum,Net Banking,Yes,Night,4
,28,Male,Safari,26.94,11,349,37.36,Desktop,USA,Facebook,0,95.1,No,Yes,Gold,Net Banking,Yes,Morning,2
890,16,Male,Edge,13.59,7,217,15.63,Desktop,Australia,Direct,0,218.36,Yes,No,Platinum,Credit Card,Yes,Evening,5
891,38,Male,Chrome,19.64,18,264,9.04,Tablet,USA,Facebook,6,222.66,Yes,Yes,Gold,Net Banking,Yes,Afternoon,5
892,40,Male,Chrome,11.66,13,459,53.19,Tablet,Australia,Instagram,9,280.9,Yes,Yes,Silver,PayPal,No,Evening,1
893,31,Male,Firefox,22.99,18,327,97.59,Mobile,Canada,Direct,2,393.44,Yes,No,Silver,Credit Card,Yes,Evening,2
894,55,Female,Firefox,19.24,16,441,67.46,Mobile,USA,Google,7,241.35,No,Yes,Gold,UPI,Yes,Evening,1
895,31,Female,Chrome,9.56,16,290,36.51,Tablet,Australia,Instagram,8,22.62,Yes,No,Platinum,Net Banking,Yes,Morning,4
896,47,Male,Edge,5.23,10,422,50.09,Mobile,Australia,Facebook,7,387.84,No,No,Gold,PayPal,No,Evening,5
897,21,Male,Firefox,15.94,9,305,99.89,Tablet,USA,Instagram,0,50.26,Yes,Yes,Platinum,PayPal,Yes,Evening,4
898,38,Female,Chrome,17.49,8,313,51.88,Desktop,Australia,Direct,0,324.36,Yes,Yes,Platinum,Net Banking,Yes,Morning,1
899,40,Female,Chrome,18.81,19,302,96.42,Tablet,USA,Facebook,5,403.68,Yes,Yes,Platinum,PayPal,No,Night,2
900,,Female,Chrome,11.11,3,336,1.64,Tablet,India,Facebook,0,148.52,No,No,Gold,UPI,Yes,Afternoon,5
901,37,Male,Safari,11.78,9,274,72.1,Tablet,UK,Direct,7,,No,Yes,Silver,Net Banking,Yes,Night,2
,28,Male,Edge,5.55,2,161,62.72,Mobile,India,Google,5,17.02,Yes,Yes,Gold,Net Banking,No,Evening,4
903,,Female,Chrome,12.24,19,296,68.53,Tablet,USA,Facebook,4,403.9,Yes,Yes,Platinum,Net Banking,No,Night,3
904,32,Male,Chrome,6.84,8,313,57.06,Tablet,Canada,Facebook,5,354.6,Yes,No,Gold,Credit Card,Yes,Morning,2
905,21,Female,Chrome,11.44,18,463,4.42,Tablet,Canada,Facebook,3,123.38,Yes,No,Silver,UPI,No,Afternoon,2
906,40,Female,Firefox,16.64,8,74,14.96,Desktop,UK,Google,0,,Yes,Yes,Gold,PayPal,No,Night,2
907,41,Male,Chrome,,5,462,92.23,Tablet,USA,Instagram,6,350.71,Yes,Yes,Silver,Net Banking,Yes,Evening,5
908,31,Female,Safari,11.63,6,405,23.29,Tablet,Australia,Google,9,185.5,Yes,Yes,Silver,Net Banking,No,Afternoon,4
909,37,Female,Safari,16.36,10,369,99.29,Tablet,India,Instagram,8,89.58,No,No,Platinum,PayPal,No,Evening,4
910,26,Female,Edge,22.39,15,315,67.96,Mobile,India,Facebook,3,264.07,No,No,Silver,UPI,Yes,Night,5
911,22,Female,Chrome,13.61,4,198,44.44,Desktop,UK,Instagram,3,364.55,Yes,No,Gold,PayPal,No,Night,2
912,31,Female,Chrome,8.6,3,495,92,Desktop,UK,Instagram,8,167.2,Yes,No,Gold,PayPal,Yes,Evening,2
913,42,Male,Chrome,18.93,9,423,79.5,Tablet,UK,Instagram,3,69.67,Yes,No,Platinum,Net Banking,No,Afternoon,3
914,,Female,Safari,20.46,16,325,42.9,Tablet,UK,Instagram,9,416.48,Yes,Yes,Gold,Credit Card,No,Afternoon,2
915,31,Male,Firefox,11.52,16,329,6.86,Mobile,UK,Facebook,3,133.87,Yes,Yes,Platinum,Credit Card,Yes,Afternoon,1
916,38,Male,Firefox,11.55,15,289,86.83,Tablet,UK,Direct,7,261.28,Yes,No,Gold,Credit Card,No,Night,2
917,26,Female,Chrome,5.08,9,359,76.5,Mobile,Australia,Google,3,,No,No,Gold,Credit Card,No,Night,3
918,23,Female,Firefox,12.7,17,296,79.07,Tablet,Australia,Instagram,8,165.37,No,Yes,Silver,Credit Card,No,Evening,1
919,31,Female,Edge,10.39,12,331,74.49,Mobile,India,Facebook,7,327.83,No,Yes,Silver,Net Banking,No,Evening,3
920,,Male,Safari,7.39,8,344,27.58,Desktop,India,Facebook,4,235.26,Yes,Yes,Silver,Credit Card,No,Morning,3
921,23,Male,Chrome,13.18,14,543,85.88,Tablet,UK,Facebook,8,289.51,No,Yes,Gold,PayPal,Yes,Morning,4
922,44,Male,Firefox,14.98,18,209,0.22,Mobile,India,Facebook,7,299.38,Yes,Yes,Platinum,Net Banking,No,Morning,5
923,,Female,Chrome,14.06,12,316,23.73,Mobile,UK,Instagram,9,413.83,No,Yes,Platinum,PayPal,Yes,Evening,3
924,,Female,Chrome,13.38,14,423,4.66,Tablet,Australia,Google,3,331.6,Yes,Yes,Platinum,Credit Card,No,Afternoon,2
925,31,Female,Safari,22.62,5,383,11.06,Mobile,Canada,Facebook,3,139.51,No,Yes,Silver,UPI,No,Morning,4
926,37,Female,Safari,16.54,1,368,53.24,Tablet,Australia,Google,0,39.21,Yes,Yes,Gold,Credit Card,Yes,Evening,1
927,18,Female,Firefox,18.25,13,601,3.73,Tablet,USA,Google,3,10.97,No,Yes,Silver,Net Banking,No,Night,5
928,33,Male,Safari,24.05,14,409,18.14,Mobile,Australia,Google,7,,No,Yes,Gold,PayPal,No,Afternoon,4
929,33,Male,Edge,19.93,2,238,23.27,Mobile,USA,Direct,4,471.63,No,No,Gold,UPI,No,Morning,3
,40,Male,Chrome,13.63,16,226,65.53,Mobile,India,Facebook,5,56.11,Yes,No,Gold,UPI,No,Night,4
931,27,Female,Safari,5.73,5,296,46.88,Desktop,Australia,Facebook,3,248.66,Yes,No,Silver,UPI,Yes,Afternoon,2
932,29,Female,Firefox,13.14,1,256,45.84,Tablet,Canada,Facebook,4,84.28,Yes,Yes,Gold,PayPal,Yes,Afternoon,2
933,45,Male,Firefox,,12,308,76.84,Tablet,Australia,Google,9,474.89,Yes,Yes,Silver,Net Banking,No,Night,2
934,39,Female,Firefox,19.9,19,334,45.67,Desktop,Australia,Facebook,7,130.95,Yes,No,Silver,UPI,Yes,Morning,5
935,42,Male,Edge,,10,327,,Desktop,Australia,Facebook,8,255.81,No,No,Gold,PayPal,Yes,Morning,4
936,17,Female,Safari,14.6,12,54,,Mobile,UK,Google,2,91.15,Yes,Yes,Gold,PayPal,No,Night,4
937,28,Female,Safari,15.64,19,224,0.83,Tablet,Australia,Facebook,9,173.05,Yes,Yes,Gold,Credit Card,No,Night,3
938,50,Female,Edge,11.92,16,372,30.54,Desktop,Australia,Instagram,3,140.74,Yes,Yes,Silver,PayPal,Yes,Night,1
,34,Female,Safari,,17,464,60.94,Desktop,Canada,Direct,0,,No,No,Gold,Net Banking,Yes,Evening,2
940,34,Male,Safari,11.76,13,260,,Tablet,USA,Instagram,4,215.69,No,Yes,Gold,Net Banking,Yes,Afternoon,1
941,34,Female,Safari,17.46,7,260,81.64,Tablet,USA,Instagram,3,172.09,No,Yes,Platinum,UPI,Yes,Morning,1
942,51,Male,Edge,9.72,3,291,,Tablet,Canada,Instagram,5,61.88,Yes,Yes,Platinum,PayPal,Yes,Morning,2
943,28,Male,Edge,22.21,5,472,70.91,Mobile,India,Google,5,247.4,Yes,Yes,Platinum,PayPal,Yes,Night,2
944,42,Male,Firefox,14.97,4,305,72.03,Desktop,Australia,Facebook,9,426.6,No,No,Gold,Credit Card,No,Afternoon,3
945,38,Male,Edge,9.47,15,76,21.41,Mobile,India,Instagram,5,367.81,Yes,No,Silver,Credit Card,No,Night,5
946,,Male,Edge,20.13,17,479,11.28,Tablet,Canada,Instagram,2,363.08,Yes,Yes,Platinum,PayPal,Yes,Afternoon,2
947,32,Female,Firefox,22.5,12,369,74.97,Tablet,India,Facebook,6,189.38,Yes,No,Silver,PayPal,No,Night,1
948,27,Male,Edge,30.71,14,171,,Desktop,USA,Google,2,357.13,Yes,No,Platinum,PayPal,No,Night,3
949,22,Male,Safari,21.85,4,249,0.17,Mobile,UK,Instagram,5,238.11,Yes,Yes,Platinum,Credit Card,Yes,Afternoon,4
950,,Male,Chrome,10.62,17,220,22.36,Mobile,India,Facebook,9,83.64,No,No,Silver,Credit Card,Yes,Morning,3
951,23,Male,Firefox,16.05,11,279,3.11,Mobile,UK,Facebook,0,215.33,No,Yes,Platinum,Net Banking,Yes,Morning,2
952,42,Male,Chrome,27.64,6,449,24.92,Tablet,India,Direct,7,75.04,No,Yes,Silver,UPI,No,Evening,2
953,26,Female,Chrome,11.11,4,113,33.5,Desktop,Canada,Instagram,6,66.1,Yes,No,Gold,UPI,Yes,Afternoon,5
954,49,Male,Firefox,8.65,13,266,,Mobile,UK,Instagram,8,21.3,No,Yes,Gold,UPI,No,Morning,3
955,31,Female,Chrome,13.05,15,311,,Tablet,India,Direct,2,148.6,Yes,Yes,Silver,UPI,No,Morning,2
,38,Male,Chrome,9.93,18,293,23.25,Tablet,Canada,Facebook,7,,No,Yes,Silver,Credit Card,Yes,Afternoon,1
957,29,Female,Firefox,11.96,17,220,46.75,Mobile,USA,Facebook,1,,Yes,Yes,Gold,Credit Card,No,Morning,1
958,13,Female,Firefox,11.69,19,419,,Desktop,Australia,Instagram,8,273.62,Yes,No,Silver,PayPal,Yes,Afternoon,3
959,18,Female,Safari,18.58,10,284,87.92,Desktop,Canada,Instagram,0,430.64,No,Yes,Gold,Net Banking,Yes,Morning,5
960,16,Female,Firefox,8.52,5,271,,Mobile,Canada,Direct,9,96.47,No,No,Gold,Net Banking,No,Night,3
961,38,Female,Edge,15.65,12,335,32.65,Tablet,USA,Instagram,6,140.32,No,No,Silver,UPI,Yes,Afternoon,5
962,35,Female,Chrome,,15,272,59.33,Tablet,UK,Instagram,9,471.13,Yes,No,Platinum,PayPal,Yes,Afternoon,1
963,41,Female,Firefox,17.75,4,245,91.79,Mobile,India,Google,0,,No,Yes,Silver,PayPal,Yes,Morning,2
964,,Male,Safari,18.29,8,207,1,Tablet,UK,Direct,5,396.63,No,No,Gold,Credit Card,Yes,Afternoon,4
965,13,Female,Firefox,19.46,17,519,39.31,Tablet,Canada,Facebook,0,,No,No,Platinum,PayPal,Yes,Evening,2
966,48,Male,Chrome,19.46,6,379,,Mobile,India,Instagram,3,240.83,No,No,Platinum,Net Banking,Yes,Evening,1
967,45,Male,Firefox,11.89,16,262,41.05,Tablet,Australia,Facebook,6,82.58,Yes,No,Gold,Net Banking,No,Afternoon,1
968,39,Male,Chrome,14.98,5,427,72.01,Mobile,Australia,Instagram,1,427.09,Yes,No,Platinum,PayPal,Yes,Evening,2
969,46,Female,Firefox,22.35,14,352,69.19,Mobile,India,Google,2,48.39,Yes,No,Platinum,Credit Card,No,Morning,2
970,34,Male,Safari,17.21,2,304,20.55,Mobile,Canada,Direct,3,162.03,No,No,Silver,Net Banking,Yes,Morning,1
,,Female,Edge,19.44,17,197,44.96,Tablet,USA,Direct,5,,No,Yes,Gold,Credit Card,Yes,Afternoon,2
972,28,Female,Safari,,6,217,56.62,Mobile,UK,Facebook,8,258.56,No,Yes,Platinum,Credit Card,No,Morning,4
973,24,Female,Firefox,19.77,11,397,71.55,Tablet,UK,Google,3,441.88,Yes,No,Gold,Net Banking,No,Morning,4
974,19,Male,Chrome,5.57,2,375,82.24,Mobile,USA,Facebook,5,29.26,No,No,Silver,Credit Card,Yes,Evening,3
975,27,Male,Safari,7.35,1,163,75.99,Desktop,USA,Google,6,328.21,Yes,Yes,Silver,UPI,Yes,Morning,4
976,62,Female,Edge,10.5,5,259,2.83,Tablet,Australia,Instagram,3,243.96,No,No,Silver,UPI,No,Morning,1
,20,Female,Edge,17.13,8,368,67.06,Tablet,USA,Instagram,5,85.61,Yes,No,Platinum,UPI,No,Evening,1
978,26,Female,Chrome,17.98,4,411,49.73,Tablet,India,Google,2,,Yes,Yes,Silver,PayPal,No,Night,3
,36,Female,Firefox,10.93,19,351,57.39,Desktop,Australia,Instagram,4,211.54,No,No,Gold,Net Banking,No,Afternoon,5
980,59,Male,Safari,5.38,5,254,37.3,Mobile,Canada,Direct,9,270.48,No,No,Silver,UPI,Yes,Afternoon,3
,25,Male,Safari,19.77,5,324,71.4,Desktop,Australia,Google,3,483.96,Yes,No,Platinum,Credit Card,No,Night,5
982,29,Male,Chrome,17.94,16,279,67.39,Mobile,Australia,Google,6,248.25,Yes,No,Silver,UPI,Yes,Evening,5
983,42,Male,Safari,17.14,18,338,57.95,Mobile,UK,Facebook,5,413.45,No,Yes,Platinum,Credit Card,No,Evening,2
984,41,Male,Chrome,24.63,11,448,86.16,Mobile,USA,Google,6,387.09,Yes,No,Gold,Net Banking,Yes,Morning,4
985,28,Female,Chrome,15.75,17,222,10.19,Mobile,India,Facebook,5,,No,No,Silver,UPI,No,Morning,5
986,27,Female,Firefox,10.04,3,328,30.1,Mobile,USA,Google,1,449.44,No,Yes,Silver,Net Banking,Yes,Afternoon,2
,,Male,Chrome,21.64,18,290,49.51,Desktop,UK,Direct,6,133.28,Yes,Yes,Gold,UPI,No,Afternoon,3
988,32,Female,Safari,12.96,4,274,95.86,Tablet,USA,Direct,7,412.18,Yes,No,Gold,Credit Card,No,Evening,3
989,38,Male,Chrome,14.47,19,286,7.2,Desktop,India,Direct,6,195.12,No,No,Platinum,Credit Card,No,Morning,5
990,33,Female,Safari,12.32,9,431,33.71,Tablet,USA,Facebook,3,408.12,Yes,No,Silver,PayPal,No,Evening,2
991,39,Female,Chrome,10.84,5,358,92.59,Tablet,UK,Facebook,3,251.96,Yes,No,Silver,PayPal,Yes,Night,1
992,,Female,Firefox,12.89,4,252,89.79,Tablet,India,Instagram,4,430.28,No,No,Silver,PayPal,No,Afternoon,4
993,16,Male,Firefox,22.6,16,365,86.52,Desktop,USA,Facebook,8,448.47,Yes,No,Silver,UPI,No,Afternoon,5
994,30,Male,Chrome,9.67,10,244,30.84,Mobile,UK,Facebook,4,302.85,Yes,No,Gold,Net Banking,No,Evening,1
995,38,Male,Chrome,20.35,9,121,84.68,Mobile,UK,Direct,1,258.74,Yes,Yes,Silver,UPI,Yes,Morning,4
996,43,Female,Chrome,5.75,16,70,50.53,Tablet,Australia,Google,4,393.81,Yes,Yes,Silver,Credit Card,Yes,Morning,1
997,32,Female,Firefox,23,17,350,61.98,Mobile,India,Facebook,2,,No,No,Silver,Net Banking,No,Night,2
998,17,Female,Edge,23.53,18,272,23.88,Mobile,India,Instagram,9,17.52,Yes,No,Platinum,Credit Card,Yes,Night,5
999,47,Female,Chrome,9.88,15,400,70.67,Desktop,USA,Google,7,209.48,Yes,No,Platinum,PayPal,Yes,Night,1
1000,44,Female,Edge,15.39,9,339,32.77,Mobile,Australia,Facebook,9,258.81,Yes,No,Platinum,Credit Card,Yes,Evening,1
508,,Female,Firefox,15.72,17,217,62.43,Tablet,India,Facebook,0,308.5,Yes,Yes,Gold,Credit Card,Yes,Evening,4
819,25,Male,Firefox,20.14,4,347,19.68,Mobile,Canada,Instagram,6,251.76,No,Yes,Gold,PayPal,No,Night,2
453,43,Female,Safari,17.82,15,312,28.29,Desktop,UK,Facebook,8,445.87,Yes,No,Gold,UPI,Yes,Morning,4
369,36,Female,Safari,14.86,4,398,3.42,Desktop,Australia,Google,3,1054.7,No,No,Platinum,Net Banking,Yes,Afternoon,2
243,36,Male,Edge,,13,202,31.88,Mobile,Australia,Google,6,73.23,No,No,Platinum,Net Banking,Yes,Evening,2
,40,Male,Chrome,13.63,16,226,65.53,Mobile,India,Facebook,5,56.11,Yes,No,Gold,UPI,No,Night,4
263,34,Male,Safari,19.62,16,362,72.12,Tablet,Australia,Facebook,9,159.28,Yes,Yes,Platinum,Credit Card,No,Morning,3
811,32,Female,Edge,12.7,19,188,74.31,Mobile,India,Facebook,9,91.67,Yes,Yes,Gold,UPI,No,Afternoon,5
319,36,Male,Safari,5.45,3,477,,Desktop,Canada,Facebook,7,140.25,No,No,Gold,PayPal,No,Afternoon,3
,25,Female,Chrome,15.72,5,372,95.32,Desktop,USA,Instagram,4,55.73,Yes,No,Silver,PayPal,Yes,Morning,1
